id|name|category|image|model_number|brand|color_family|link|newprice|oldprice
VA793EL94BPL|Van Gogh iPhone 6 Mobile Cover Almond Blossom|Mobile Cases & Covers|https://f.wadicdn.com/product/50/835/1-product.jpg|IP6-3DP-05030|Van Gogh|green|https://en-ae.wadi.com/van-gogh-iphone-6-mobile-cover-almond-blossom-53805.html|125|139
ST574EL25BBU|Stylizedd  Apple iPhone 6 Premium Dual Layer Tough case cover Gloss Finish - When words fail|Mobile Cases & Covers|https://f.wadicdn.com/product/47/853/1-product.jpg|I6-T-95|Stylizedd|black|https://en-ae.wadi.com/stylizedd-apple-iphone-6-premium-dual-layer-tough-case-cover-gloss-finish-when-words-fail-35874.html|89|89
SA766EL29UQG|Samsung S-View Cover for Samsung Galaxy S6 Edge Plus (Gold) - SS-GS6P-SVC-GOLD|Mobile Cases & Covers|https://f.wadicdn.com/product/07/666/1-product.jpg|SS-GS6P-SVC-GOLD|Samsung|gold|https://en-ae.wadi.com/samsung-s-view-cover-for-samsung-galaxy-s6-edge-plus-gold-ss-gs6p-svc-gold-66670.html|194|194
ST574EL23EKE|Stylizedd Premium Vinyl Skin Decal Body Wrap for Apple iPhone 6Plus - Camo Mini Desert|Mobile Cases & Covers|https://f.wadicdn.com/product/67/5341/1-product.jpg|STZ-I6P-W-N-CAD|Stylizedd|multicolor|https://en-ae.wadi.com/stylizedd-premium-vinyl-skin-decal-body-wrap-for-apple-iphone-6plus-camo-mini-desert-143576.html|81|81
AS821EL97PMS|Astrum Mobile Case for Apple iPhone 6 Gold MC120|Mobile Cases & Covers|https://f.wadicdn.com/product/20/5331/1-product.jpg|MC120|Astrum|gold|https://en-ae.wadi.com/astrum-mobile-case-for-apple-iphone-6-gold-mc120-133502.html|41|41
MO559EL92DEX|Momax Leatherfeel Case Apple Iphone 6 CTAPIP6R, Mobile Cases and Covers (Compatible with Iphone 6)|Mobile Cases & Covers|https://f.wadicdn.com/product/70/373/1-product.jpg|CTAPIP6R|Momax|red|https://en-ae.wadi.com/momax-leatherfeel-case-apple-iphone-6-ctapip6r-mobile-cases-and-covers-compatible-with-iphone-6-37307.html|48|48
TE508EL51MFC|Tech21 Classic Trio Band Case - White|Mobile Cases & Covers|https://f.wadicdn.com/product/84/587/1-product.jpg|Classic Trio Band Case|Tech21|white|https://en-ae.wadi.com/tech21-classic-trio-band-case-white-78548.html|159|177
RE393EL20EPJ|Rearth Ringke Slim Mobile Case LGFX2-RE-S-C, Mobile Cases & Covers (Compatible with LG G Flex2)|Mobile Cases & Covers|https://f.wadicdn.com/product/97/602/1-product.jpg|LGFX2-RE-S-C|Rearth|neutrals|https://en-ae.wadi.com/rearth-ringke-slim-mobile-case-lgfx2-re-s-c-mobile-cases-covers-compatible-with-lg-g-flex2-20679.html|49|49
SW618EL60QLF|Switcheasy 0.35 Ultra Slim PP Case- AP-21-126-18|Mobile Cases & Covers|https://f.wadicdn.com/product/93/1431/1-product.jpg|AP-21-126-18|Switch Easy|pink|https://en-ae.wadi.com/switcheasy-0-35-ultra-slim-pp-case-ap-21-126-18-134139.html|44|54
RE393EL67CEA|Rearth Ringke SLIM LOGO CUT Premium Dual Coated Hard Case Cover|Mobile Cases & Covers|https://f.wadicdn.com/product/23/091/1-product.jpg|I6-RE-L-B-O-SP1|Rearth|black|https://en-ae.wadi.com/rearth-ringke-slim-logo-cut-premium-dual-coated-hard-case-cover-19032.html|55|61
RE393EL55EOA|Rearth Ringke Armor Dotted Mobile Case S5-RE-AD-W-O-SP1|Mobile Cases & Covers|https://f.wadicdn.com/product/44/602/1-product.jpg|S5-RE-AD-W-O-SP1|Rearth|white|https://en-ae.wadi.com/rearth-ringke-armor-dotted-mobile-case-s5-re-ad-w-o-sp1-20644.html|52|58
BE531EL62RAR|BeeCool Sports Armband - Iphone 4, 5 And 6 (Blue)|Mobile Cases & Covers|https://f.wadicdn.com/product/73/246/1-product.jpg|BC-MA-SARM-5-I-BL|BeeCool|blue|https://en-ae.wadi.com/sports-armband-iphone-4-5-and-6-blue-64237.html|46|51
RE393EL34OXT|Rearth Back Cover for Xperia Z5 Premium (XPZ5P-RE-F-SM, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/56/2861/1-product.jpg|XPZ5P-RE-F-SM|Rearth|black|https://en-ae.wadi.com/back-cover-for-xperia-z5-premium-xpz5p-re-f-sm-black-168265.html|64|64
NI023EL71OWI|Nillkin Back Cover for Sony Xperia Z5 Premium (XPZ5P-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/82/2861/1-product.jpg|XPZ5P-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-z5-premium-xpz5p-nl-ss-b-black-168228.html|50|50
RE393EL44OXJ|Rearth Back Cover for Galaxy S7 Edge - Crystal (S7E-RE-F-C, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/55/2861/1-product.jpg|S7E-RE-F-C|Rearth|Transparent|https://en-ae.wadi.com/back-cover-for-galaxy-s7-edge-crystal-s7e-re-f-c-clear-168255.html|64|64
RE393EL15OYM|Rearth Tempered Glass for Samsung Galaxy A9 (SGA9-RE-SP1, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/48/2861/1-product.jpg|SGA9-RE-SP1|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-samsung-galaxy-a9-sga9-re-sp1-clear-168284.html|51|51
RE393EL16OYL|Rearth Tempered Glass for OnePlus X (1PX-RE-SP1, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/38/2861/1-product.jpg|1PX-RE-SP1|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-oneplus-x-1px-re-sp1-clear-168283.html|51|51
RE393EL32OXV|Rearth Back Cover for OnePlus X (1PX-RE-F-SM, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/76/2861/1-product.jpg|1PX-RE-F-SM|Rearth|black|https://en-ae.wadi.com/back-cover-for-oneplus-x-1px-re-f-sm-black-168267.html|64|64
RE393EL21OYG|Rearth Tempered Glass for Google Nexus 5X Pack of 4 (NEX5X-RE-SP1, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/87/2861/1-product.jpg|NEX5X-RE-SP1|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-google-nexus-5x-pack-of-4-nex5x-re-sp1-clear-168278.html|51|51
RE393EL31OXW|Rearth Back Cover for iPhone 6 Plus / 6S Plus (I6P-RE-AI-C, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/86/2861/1-product.jpg|I6P-RE-AI-C|Rearth|Transparent|https://en-ae.wadi.com/back-cover-for-iphone-6-plus-6s-plus-i6p-re-ai-c-clear-168268.html|58|58
RE393EL22OYF|Rearth Back Cover for HTC One A9 (H1A9-RE-F-SM, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/77/2861/1-product.jpg|H1A9-RE-F-SM|Rearth|black|https://en-ae.wadi.com/back-cover-for-htc-one-a9-h1a9-re-f-sm-black-168277.html|64|64
RE393EL17OYK|Rearth Tempered Glass for OnePlus 2 (1P2-RE-SP1, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/28/2861/1-product.jpg|1P2-RE-SP1|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-oneplus-2-1p2-re-sp1-clear-168282.html|51|51
RE393EL13OYO|Rearth Tempered Glass for Sony Xperia Z5 Premium (XPZ5P-RE-SP6-A, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/68/2861/1-product.jpg|XPZ5P-RE-SP6-A|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-sony-xperia-z5-premium-xpz5p-re-sp6-a-clear-168286.html|51|51
RE393EL18OYJ|Rearth Tempered Glass for OnePlus X (1PX-RE-SP6-A, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/18/2861/1-product.jpg|1PX-RE-SP6-A|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-oneplus-x-1px-re-sp6-a-clear-168281.html|51|51
RE393EL14OYN|Rearth Tempered Glass for Samsung Galaxy A9 (SGA9-RE-SP6-C, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/58/2861/1-product.jpg|SGA9-RE-SP6-C|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-samsung-galaxy-a9-sga9-re-sp6-c-clear-168285.html|51|51
RE393EL20OYH|Rearth Tempered Glass for Google Nexus 6P - Pack of 4 (NEX6P-RE-SP1, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/97/2861/1-product.jpg|NEX6P-RE-SP1|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-google-nexus-6p-pack-of-4-nex6p-re-sp1-clear-168279.html|51|51
RE393EL25OYC|Rearth Back Cover for LG V10 (LGV10-RE-F-C, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/47/2861/1-product.jpg|LGV10-RE-F-C|Rearth|Transparent|https://en-ae.wadi.com/back-cover-for-lg-v10-lgv10-re-f-c-clear-168274.html|64|64
RE393EL26OYB|Rearth Back Cover for iPhone 6 / 6S (I6-RE-E-BR, Brown)|Mobile Cases & Covers|https://f.wadicdn.com/product/37/2861/1-product.jpg|I6-RE-E-BR|Rearth|browns|https://en-ae.wadi.com/back-cover-for-iphone-6-6s-i6-re-e-br-brown-168273.html|82|82
RE393EL27OYA|Rearth Back Cover for iPhone 6 / 6S (I6-RE-E-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/27/2861/1-product.jpg|I6-RE-E-B|Rearth|black|https://en-ae.wadi.com/back-cover-for-iphone-6-6s-i6-re-e-b-black-168272.html|82|82
RE393EL19OYI|Rearth Tempered Glass for OnePlus 2 (1P2-RE-SP6-A, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/08/2861/1-product.jpg|1P2-RE-SP6-A|Rearth|Transparent|https://en-ae.wadi.com/tempered-glass-for-oneplus-2-1p2-re-sp6-a-clear-168280.html|51|51
RE393EL30OXX|Rearth Back Cover for iPhone 6 Plus / 6S (I6P-RE-AI-RGO, Pink)|Mobile Cases & Covers|https://f.wadicdn.com/product/96/2861/1-product.jpg|I6P-RE-AI-RGO|Rearth|pink|https://en-ae.wadi.com/back-cover-for-iphone-6-plus-6s-i6p-re-ai-rgo-pink-168269.html|58|58
RE393EL35OXS|Rearth Back Cover for Xperia Z5 Premium (XPZ5P-RE-F-C, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/46/2861/1-product.jpg|XPZ5P-RE-F-C|Rearth|Transparent|https://en-ae.wadi.com/back-cover-for-xperia-z5-premium-xpz5p-re-f-c-clear-168264.html|64|64
RE393EL28OXZ|Rearth Back Cover for iPhone 6 / 6S (I6-RE-AI-C, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/17/2861/1-product.jpg|I6-RE-AI-C|Rearth|Transparent|https://en-ae.wadi.com/back-cover-for-iphone-6-6s-i6-re-ai-c-clear-168271.html|58|58
RE393EL29OXY|Rearth Back Cover for iPhone 6 / 6S (I6-RE-AI-RGO, Pink)|Mobile Cases & Covers|https://f.wadicdn.com/product/07/2861/1-product.jpg|I6-RE-AI-RGO|Rearth|pink|https://en-ae.wadi.com/back-cover-for-iphone-6-6s-i6-re-ai-rgo-pink-168270.html|58|58
RE393EL33OXU|Rearth Back Cover for OnePlus X (1PX-RE-F-C, Clear)|Mobile Cases & Covers|https://f.wadicdn.com/product/66/2861/1-product.jpg|1PX-RE-F-C|Rearth|Transparent|https://en-ae.wadi.com/back-cover-for-oneplus-x-1px-re-f-c-clear-168266.html|64|64
RE393EL36OXR|Rearth Back Cover for Samsung Galaxy S7 Edge (S7E-RE-S-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/36/2861/1-product.jpg|S7E-RE-S-B|Rearth|black|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-s7-edge-s7e-re-s-b-black-168263.html|58|58
RE393EL40OXN|Rearth Back Cover for Samsung Galaxy S7 (S7-RE-S-GO, Gold)|Mobile Cases & Covers|https://f.wadicdn.com/product/95/2861/1-product.jpg|S7-RE-S-GO|Rearth|gold|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-s7-s7-re-s-go-gold-168259.html|58|58
RE393EL37OXQ|Rearth Back Cover for Samsung Galaxy S7 Edge (S7E-RE-S-GO, Gold)|Mobile Cases & Covers|https://f.wadicdn.com/product/26/2861/1-product.jpg|S7E-RE-S-GO|Rearth|gold|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-s7-edge-s7e-re-s-go-gold-168262.html|58|58
RE393EL38OXP|Rearth Back Cover for Samsung Galaxy S7 Edge (S7E-RE-FR-W, White)|Mobile Cases & Covers|https://f.wadicdn.com/product/16/2861/1-product.jpg|S7E-RE-FR-W|Rearth|white|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-s7-edge-s7e-re-fr-w-white-168261.html|58|58
RE393EL39OXO|Rearth Back Cover for Samsung Galaxy S7 (S7-RE-S-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/06/2861/1-product.jpg|S7-RE-S-B|Rearth|black|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-s7-s7-re-s-b-black-168260.html|58|58
RE393EL41OXM|Rearth Back Cover for Samsung Galaxy S7 (S7-RE-FR-W, White)|Mobile Cases & Covers|https://f.wadicdn.com/product/85/2861/1-product.jpg|S7-RE-FR-W|Rearth|white|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-s7-s7-re-fr-w-white-168258.html|58|58
RE393EL42OXL|Rearth Back Cover for Galaxy S7 Edge - Smoke Black (S7E-RE-F-SM, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/75/2861/1-product.jpg|S7E-RE-F-SM|Rearth|black|https://en-ae.wadi.com/back-cover-for-galaxy-s7-edge-smoke-black-s7e-re-f-sm-black-168257.html|64|64
RE393EL43OXK|Rearth Back Cover for Galaxy S7 Edge - Rose Gold (S7E-RE-F-RGO, Gold)|Mobile Cases & Covers|https://f.wadicdn.com/product/65/2861/1-product.jpg|S7E-RE-F-RGO|Rearth|gold|https://en-ae.wadi.com/back-cover-for-galaxy-s7-edge-rose-gold-s7e-re-f-rgo-gold-168256.html|64|64
LU719EL72AYT|Luxa2 Posh iPhone 5/5S Case (Purple) - LHA0082-B|Mobile Cases & Covers|https://f.wadicdn.com/product/72/8851/1-product.jpg|LHA0082-B|LUXA2|purple|https://en-ae.wadi.com/luxa2-posh-iphone-5-5s-case-purple-lha0082-b-158827.html|65|65
LU719EL73AYS|Luxa2 Posh iPhone 5/5S Case (Black) - LHA0082-A|Mobile Cases & Covers|https://f.wadicdn.com/product/62/8851/1-product.jpg|LHA0082-A|LUXA2|black|https://en-ae.wadi.com/luxa2-posh-iphone-5-5s-case-black-lha0082-a-158826.html|65|65
LU719EL70AYV|Luxa2 Posh iPhone 5/5S Case (Blue) - LHA0082-D|Mobile Cases & Covers|https://f.wadicdn.com/product/92/8851/1-product.jpg|LHA0082-D|LUXA2|blue|https://en-ae.wadi.com/luxa2-posh-iphone-5-5s-case-blue-lha0082-d-158829.html|65|65
LU719EL76AYP|Luxa2 Sandstone iPhone 5/5S Case (Grey) - LHA0080-C|Mobile Cases & Covers|https://f.wadicdn.com/product/32/8851/1-product.jpg|LHA0080-C|LUXA2|grey|https://en-ae.wadi.com/luxa2-sandstone-iphone-5-5s-case-grey-lha0080-c-158823.html|56|56
LU719EL71AYU|Luxa2 Posh iPhone 5/5S Case (Red) - LHA0082-C|Mobile Cases & Covers|https://f.wadicdn.com/product/82/8851/1-product.jpg|LHA0082-C|LUXA2|red|https://en-ae.wadi.com/luxa2-posh-iphone-5-5s-case-red-lha0082-c-158828.html|65|65
LU719EL74AYR|Luxa2 Sandstone iPhone 5/5S Case (Green) - LHA0080-E|Mobile Cases & Covers|https://f.wadicdn.com/product/52/8851/1-product.jpg|LHA0080-E|LUXA2|green|https://en-ae.wadi.com/luxa2-sandstone-iphone-5-5s-case-green-lha0080-e-158825.html|56|56
NI023EL39PFG|Nillkin Flip Case for Samsung Galaxy S6 (S6-NL-QL-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/06/4861/1-product.jpg|S6-NL-QL-B|Nillkin|black|https://en-ae.wadi.com/flip-case-for-samsung-galaxy-s6-s6-nl-ql-b-black-168460.html|64|64
NI023EL33PBQ|Nillkin Flip Case for Lenovo S960 (LEN-S960-NL-LT-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/66/3861/1-product.jpg|LEN-S960-NL-LT-B|Nillkin|black|https://en-ae.wadi.com/flip-case-for-lenovo-s960-len-s960-nl-lt-b-black-168366.html|60|60
NI023EL51OXC|Nillkin Back Cover for Huawei Honor 5X (HW-H5X-NL-LT-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/84/2861/1-product.jpg|HW-H5X-NL-LT-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-huawei-honor-5x-hw-h5x-nl-lt-b-black-168248.html|60|60
NI023EL01PCW|Nillkin Back Cover for Google Nexus 6P (NEX6P-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/89/3861/1-product.jpg|NEX6P-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-google-nexus-6p-nex6p-nl-ss-b-black-168398.html|50|50
